gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	-log10(padj)	DE_status	is_translocated
ENSG00000171757.17	158.84909191863	12.658654922616	2.90285818955957	1.41731514267234e-22	1.77250243420879e-21	LRRC34	20.75141315972023	Up	True
ENSG00000114405.11	440.575520001484	10.1958858052745	0.709104042509972	2.7304781881764302e-45	7.295516486079399e-44	C3orf14	43.13694395680491	Up	True
ENSG00000154016.14	59.1720760043878	8.07424180683082	1.27529348130286	1.9893316508921996e-12	1.40922367821e-11	GRAP	10.85102006827993	Up	True
ENSG00000172020.13	2.64676188856063	5.23201419821831	2.71756641540082	0.0004359614802595	0.0013110594780421	GAP43	2.8823776054879935	Up	True
ENSG00000171121.17	12.1995062157324	4.24317765691924	0.907618286297706	4.55539501660997e-07	1.98270556194383e-06	KCNMB3	5.702741775112573	Up	True
ENSG00000163923.10	778.220170850442	4.22534488673763	0.109302914083017	0.0	1e-300	RPL39L	300.0	Up	True
ENSG00000065371.18	1.85555885391389	3.76228012754232	3.03140489778735	0.0038433307075867	0.009891872586129	ROPN1	2.0047214862753044	Up	True
ENSG00000153283.13	13.9836205536016	3.18457926240997	0.672681572310935	2.80206166839842e-07	1.2492662456026e-06	CD96	5.9033449942330325	Up	True
ENSG00000114200.10	80.0202994274875	3.14220758583933	0.266941624361921	7.19668783590778e-33	1.35638155552947e-31	BCHE	30.867618124516362	Up	True
ENSG00000113805.9	1772.60563719659	3.11278009097197	0.0864138083796608	5.57232645700792e-285	2.48143345421778e-282	CNTN3	281.6052973669924	Up	True
ENSG00000127252.7	52.8259444349351	3.00374272649382	0.323023037903194	1.56431294528529e-21	1.8678817718388102e-20	PLAAT1	19.728650616041126	Up	True
ENSG00000178750.3	23.148982421762	2.82562130444777	0.659357889686866	2.98630292815712e-06	1.18466245941269e-05	STX19	4.926405373617091	Up	True
ENSG00000179674.4	1396.52996387974	2.71437894806211	0.103642744324008	4.08500749472957e-152	6.92347800095547e-150	ARL14	149.15967568340938	Up	True
ENSG00000058866.15	210.657307513293	2.71297697732742	0.209583089641695	3.705458837047e-39	8.45775634655019e-38	DGKG	37.07274483028783	Up	True
ENSG00000167741.11	5.33999696127349	2.60735754445764	1.00888756697627	0.0008127808198921	0.0023481828266849	GGT6	2.6292680924630525	Up	True
ENSG00000163710.9	462.825572249984	2.1176411123529	0.108983732711277	4.76606746663628e-85	3.1742568397295197e-83	PCOLCE2	82.49835793594146	Up	True
ENSG00000113946.4	53.8281983233805	2.08249144901363	0.570848178813761	4.55274299216445e-05	0.000156733888275	CLDN16	3.804837092238205	Up	True
ENSG00000213123.11	451.291828933166	2.07761198261378	0.104603561154326	1.10206143936823e-88	7.7249744905839e-87	DYNLT2B	86.1121029460283	Up	True
ENSG00000163898.10	290.814512365384	1.92330866241781	0.166981010356383	1.75521648897402e-31	3.1313999749480697e-30	LIPH	29.50426145623535	Up	True
ENSG00000133027.18	1653.06442604867	1.81444603278461	0.0737628007982763	1.94609760014069e-134	2.6786559149572902e-132	PEMT	131.57208306983065	Up	True
